Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8640          -0.9596      -0.9918       0.0322   124.5
0.8650          -0.9591      -0.9938       0.0347   134.2
0.8660          -0.9583      -0.9945       0.0362   140.1
0.8670          -0.9598      -0.9939       0.0341   131.9
0.8680          -0.9636      -0.9924       0.0288   111.2
0.8690          -0.9636      -0.9905       0.0269   103.9
0.8700          -0.9634      -0.9882       0.0248    95.8
0.8710          -0.9639      -0.9861       0.0222    85.8
0.8720          -0.9653      -0.9845       0.0192    74.3
0.8730          -0.9635      -0.9838       0.0203    78.5
0.8740          -0.9636      -0.9843       0.0207    80.0
0.8750          -0.9640      -0.9856       0.0216    83.6
0.8760          -0.9630      -0.9878       0.0248    95.8
0.8770          -0.9632      -0.9907       0.0275   106.5
0.8780          -0.9635      -0.9931       0.0296   114.6
0.8790          -0.9624      -0.9944       0.0320   123.8
0.8800          -0.9614      -0.9943       0.0329   127.3
0.8810          -0.9643      -0.9932       0.0289   111.8
0.8820          -0.9654      -0.9915       0.0261   100.9
0.8830          -0.9639      -0.9899       0.0260   100.6
0.8840          -0.9639      -0.9892       0.0254    98.1
0.8850          -0.9613      -0.9894       0.0281   108.6
0.8860          -0.9616      -0.9904       0.0287   111.2
0.8870          -0.9624      -0.9918       0.0294   113.7
0.8880          -0.9641      -0.9933       0.0292   112.9
0.8890          -0.9650      -0.9943       0.0293   113.2
0.8900          -0.9678      -0.9945       0.0267   103.3
0.8910          -0.9698      -0.9938       0.0240    93.0
0.8920          -0.9657      -0.9922       0.0265   102.5
0.8930          -0.9627      -0.9899       0.0272   105.3
0.8940          -0.9628      -0.9875       0.0247    95.5
0.8950          -0.9619      -0.9851       0.0232    89.8
0.8960          -0.9606      -0.9830       0.0224    86.6
0.8970          -0.9585      -0.9819       0.0234    90.5
0.8980          -0.9563      -0.9823       0.0260   100.5
0.8990          -0.9592      -0.9839       0.0247    95.4
0.9000          -0.9602      -0.9865       0.0263   101.9
0.9010          -0.9575      -0.9897       0.0322   124.7
0.9020          -0.9601      -0.9924       0.0323   125.1
0.9030          -0.9572      -0.9941       0.0370   143.0
0.9040          -0.9570      -0.9944       0.0374   144.7
0.9050          -0.9564      -0.9931       0.0368   142.2
0.9060          -0.9605      -0.9905       0.0300   115.9
0.9070          -0.9609      -0.9873       0.0264   102.2
0.9080          -0.9637      -0.9852       0.0215    83.0
0.9090          -0.9623      -0.9847       0.0224    86.5
0.9100          -0.9652      -0.9859       0.0207    80.2
0.9110          -0.9662      -0.9881       0.0219    84.5
0.9120          -0.9669      -0.9906       0.0237    91.6
0.9130          -0.9619      -0.9928       0.0309   119.4
0.9140          -0.9638      -0.9943       0.0305   117.9
0.9150          -0.9624      -0.9943       0.0319   123.3
0.9160          -0.9636      -0.9927       0.0291   112.4
0.9170          -0.9620      -0.9898       0.0278   107.4
0.9180          -0.9643      -0.9863       0.0220    85.1
0.9190          -0.9627      -0.9832       0.0205    79.4
0.9200          -0.9646      -0.9810       0.0164    63.6
0.9210          -0.9588      -0.9798       0.0210    81.1
0.9220          -0.9556      -0.9804       0.0248    95.8
0.9230          -0.9531      -0.9827       0.0296   114.7
0.9240          -0.9541      -0.9860       0.0319   123.4
0.9250          -0.9603      -0.9894       0.0291   112.7
0.9260          -0.9617      -0.9923       0.0305   118.0
0.9270          -0.9638      -0.9940       0.0302   116.8
0.9280          -0.9608      -0.9945       0.0337   130.2
0.9290          -0.9618      -0.9936       0.0319   123.3
0.9300          -0.9632      -0.9918       0.0286   110.6
0.9310          -0.9601      -0.9900       0.0300   115.9
0.9320          -0.9629      -0.9887       0.0258   100.0
0.9330          -0.9626      -0.9882       0.0256    99.0
0.9340          -0.9659      -0.9888       0.0229    88.6
0.9350          -0.9686      -0.9899       0.0213    82.3
0.9360          -0.9720      -0.9914       0.0194    75.1
0.9370          -0.9699      -0.9931       0.0232    89.6
0.9380          -0.9652      -0.9943       0.0291   112.5
0.9390          -0.9607      -0.9944       0.0337   130.4
0.9400          -0.9609      -0.9933       0.0323   125.1
0.9410          -0.9629      -0.9913       0.0284   109.8
0.9420          -0.9662      -0.9893       0.0231    89.3
0.9430          -0.9682      -0.9872       0.0190    73.4
0.9440          -0.9653      -0.9858       0.0204    79.1
0.9450          -0.9654      -0.9851       0.0197    76.3
0.9460          -0.9658      -0.9856       0.0198    76.5
0.9470          -0.9647      -0.9874       0.0227    87.7
0.9480          -0.9659      -0.9895       0.0236    91.4
0.9490          -0.9667      -0.9916       0.0249    96.3
0.9500          -0.9674      -0.9934       0.0260   100.6
0.9510          -0.9663      -0.9944       0.0281   108.6
0.9520          -0.9668      -0.9943       0.0275   106.3
0.9530          -0.9640      -0.9931       0.0291   112.5
0.9540          -0.9653      -0.9910       0.0257    99.3
0.9550          -0.9646      -0.9886       0.0240    93.0
0.9560          -0.9633      -0.9869       0.0236    91.5
0.9570          -0.9621      -0.9865       0.0243    94.2
0.9580          -0.9640      -0.9877       0.0237    91.7
0.9590          -0.9660      -0.9897       0.0237    91.7
0.9600          -0.9669      -0.9921       0.0253    97.7
0.9610          -0.9661      -0.9939       0.0278   107.4
0.9620          -0.9665      -0.9945       0.0280   108.2
0.9630          -0.9629      -0.9938       0.0309   119.6
0.9640          -0.9606      -0.9920       0.0314   121.6
0.9650          -0.9623      -0.9897       0.0275   106.4
0.9660          -0.9636      -0.9877       0.0241    93.2
0.9670          -0.9622      -0.9863       0.0241    93.1
0.9680          -0.9601      -0.9857       0.0257    99.3
0.9690          -0.9554      -0.9865       0.0311   120.1
0.9700          -0.9545      -0.9884       0.0338   130.9
0.9710          -0.9634      -0.9906       0.0273   105.5
0.9720          -0.9641      -0.9927       0.0286   110.7
0.9730          -0.9632      -0.9942       0.0310   119.8
0.9740          -0.9613      -0.9944       0.0332   128.3
0.9750          -0.9611      -0.9932       0.0321   124.1
0.9760          -0.9588      -0.9906       0.0318   123.0
0.9770          -0.9586      -0.9869       0.0283   109.4
0.9780          -0.9564      -0.9837       0.0272   105.3
0.9790          -0.9567      -0.9822       0.0255    98.7
0.9800          -0.9597      -0.9827       0.0231    89.2
0.9810          -0.9627      -0.9845       0.0218    84.4
0.9820          -0.9604      -0.9879       0.0274   106.1
0.9830          -0.9596      -0.9914       0.0317   122.7
0.9840          -0.9591      -0.9937       0.0346   133.7
0.9850          -0.9605      -0.9945       0.0340   131.7
0.9860          -0.9623      -0.9939       0.0316   122.4
0.9870          -0.9629      -0.9919       0.0289   112.0
0.9880          -0.9610      -0.9892       0.0282   109.2
0.9890          -0.9631      -0.9866       0.0235    90.9
0.9900          -0.9656      -0.9849       0.0192    74.4
0.9910          -0.9661      -0.9842       0.0181    70.0
0.9920          -0.9652      -0.9845       0.0193    74.7
0.9930          -0.9593      -0.9860       0.0267   103.3
0.9940          -0.9555      -0.9885       0.0331   127.9
0.9950          -0.9547      -0.9914       0.0366   141.7
0.9960          -0.9557      -0.9936       0.0379   146.7
0.9970          -0.9559      -0.9945       0.0386   149.5
0.9980          -0.9575      -0.9940       0.0366   141.4
0.9990          -0.9582      -0.9924       0.0341   132.0
1.0000          -0.9521      -0.9897       0.0376   145.5
1.0010          -0.9549      -0.9870       0.0322   124.5
1.0020          -0.9531      -0.9847       0.0316   122.3
1.0030          -0.9516      -0.9833       0.0318   122.9
1.0040          -0.9488      -0.9837       0.0349   134.9
1.0050          -0.9488      -0.9855       0.0368   142.2
1.0060          -0.9496      -0.9888       0.0392   151.7
1.0070          -0.9502      -0.9923       0.0421   163.0
1.0080          -0.9508      -0.9943       0.0436   168.5
1.0090          -0.9549      -0.9942       0.0393   152.1
1.0100          -0.9555      -0.9926       0.0371   143.5
1.0110          -0.9565      -0.9899       0.0334   129.3
1.0120          -0.9564      -0.9864       0.0299   115.8
1.0130          -0.9581      -0.9829       0.0248    96.1
1.0140          -0.9561      -0.9800       0.0238    92.1
1.0150          -0.9563      -0.9776       0.0213    82.4
1.0160          -0.9558      -0.9768       0.0210    81.2
1.0170          -0.9549      -0.9776       0.0227    87.8
1.0180          -0.9590      -0.9786       0.0196    75.9
1.0190          -0.9574      -0.9806       0.0233    90.1
1.0200          -0.9551      -0.9832       0.0281   108.7
1.0210          -0.9570      -0.9865       0.0295   114.0
1.0220          -0.9557      -0.9900       0.0343   132.6
1.0230          -0.9556      -0.9929       0.0373   144.3
1.0240          -0.9521      -0.9945       0.0423   163.7
1.0250          -0.9545      -0.9939       0.0393   152.1
1.0260          -0.9557      -0.9912       0.0355   137.3
1.0270          -0.9570      -0.9876       0.0306   118.2
1.0280          -0.9567      -0.9842       0.0274   106.0
1.0290          -0.9611      -0.9824       0.0213    82.2
1.0300          -0.9612      -0.9825       0.0213    82.5
1.0310          -0.9586      -0.9842       0.0256    98.9
1.0320          -0.9592      -0.9869       0.0277   107.0
1.0330          -0.9569      -0.9901       0.0332   128.3
1.0340          -0.9586      -0.9928       0.0341   131.9
1.0350          -0.9593      -0.9942       0.0349   135.2
1.0360          -0.9588      -0.9945       0.0356   137.9
1.0370          -0.9545      -0.9935       0.0390   151.0
1.0380          -0.9567      -0.9916       0.0349   135.1
1.0390          -0.9547      -0.9898       0.0352   136.0
1.0400          -0.9560      -0.9884       0.0324   125.2
1.0410          -0.9550      -0.9876       0.0326   126.0
1.0420          -0.9578      -0.9872       0.0295   113.9
1.0430          -0.9600      -0.9873       0.0273   105.6
1.0440          -0.9536      -0.9878       0.0343   132.5
1.0450          -0.9476      -0.9891       0.0415   160.4
1.0460          -0.9475      -0.9905       0.0430   166.3
1.0470          -0.9461      -0.9920       0.0459   177.6
1.0480          -0.9412      -0.9934       0.0522   201.9
1.0490          -0.9409      -0.9943       0.0534   206.7
1.0500          -0.9385      -0.9945       0.0561   216.8
1.0510          -0.9385      -0.9942       0.0557   215.6
1.0520          -0.9426      -0.9937       0.0511   197.6
1.0530          -0.9426      -0.9934       0.0508   196.5
1.0540          -0.9453      -0.9933       0.0480   185.7
1.0550          -0.9556      -0.9935       0.0379   146.7
1.0560          -0.9525      -0.9937       0.0412   159.5
1.0570          -0.9480      -0.9939       0.0459   177.7
1.0580          -0.9522      -0.9942       0.0420   162.5
1.0590          -0.9513      -0.9944       0.0431   166.6
1.0600          -0.9528      -0.9945       0.0417   161.4
1.0610          -0.9543      -0.9945       0.0402   155.4
1.0620          -0.9575      -0.9944       0.0370   143.1
1.0630          -0.9595      -0.9944       0.0349   134.9
1.0640          -0.9621      -0.9943       0.0322   124.7
1.0650          -0.9641      -0.9944       0.0302   116.9
1.0660          -0.9627      -0.9944       0.0317   122.4
1.0670          -0.9602      -0.9943       0.0341   131.9
1.0680          -0.9630      -0.9943       0.0313   121.0
1.0690          -0.9622      -0.9942       0.0320   123.8
1.0700          -0.9630      -0.9942       0.0312   120.8
1.0710          -0.9624      -0.9943       0.0319   123.3
1.0720          -0.9595      -0.9943       0.0348   134.6
1.0730          -0.9569      -0.9943       0.0374   144.7
1.0740          -0.9557      -0.9943       0.0386   149.3
1.0750          -0.9563      -0.9944       0.0381   147.3
1.0760          -0.9590      -0.9945       0.0355   137.1
1.0770          -0.9562      -0.9945       0.0383   148.2
1.0780          -0.9569      -0.9945       0.0377   145.6
1.0790          -0.9590      -0.9945       0.0355   137.2
1.0800          -0.9575      -0.9945       0.0370   143.2
1.0810          -0.9605      -0.9945       0.0340   131.6
1.0820          -0.9614      -0.9945       0.0331   127.9
1.0830          -0.9663      -0.9945       0.0282   108.9
1.0840          -0.9627      -0.9944       0.0318   122.8
1.0850          -0.9615      -0.9944       0.0329   127.1
1.0860          -0.9583      -0.9943       0.0360   139.2
1.0870          -0.9587      -0.9942       0.0355   137.4
1.0880          -0.9624      -0.9941       0.0317   122.8
1.0890          -0.9629      -0.9942       0.0313   121.2
1.0900          -0.9608      -0.9943       0.0335   129.4
1.0910          -0.9617      -0.9944       0.0327   126.6
1.0920          -0.9609      -0.9945       0.0337   130.2
1.0930          -0.9558      -0.9945       0.0387   149.7
1.0940          -0.9593      -0.9943       0.0350   135.6
1.0950          -0.9598      -0.9942       0.0344   133.1
1.0960          -0.9584      -0.9940       0.0356   137.8
1.0970          -0.9561      -0.9939       0.0379   146.4
1.0980          -0.9540      -0.9940       0.0399   154.5
1.0990          -0.9540      -0.9941       0.0402   155.3
1.1000          -0.9503      -0.9943       0.0440   170.4
1.1010          -0.9497      -0.9945       0.0448   173.2
1.1020          -0.9499      -0.9945       0.0447   172.7
1.1030          -0.9544      -0.9945       0.0401   155.0
1.1040          -0.9535      -0.9944       0.0409   158.2
